comment_text,clean_text,sentiment
RT @Noin007: @thewtfmagazine @MT8_9 @Mislu_Kravin @MaddyBaylor @S_H_O_D_A_N_ AHAHAHA!! That didn't take long at all. http://t.co/IPQecEmKv3,rt ahahaha that didn t take long at all,neutral
RT @nayanidesilva: Is it just me or does it look like kat's sucked the life out of Andre and left him as a shell of a man? #mkr2015 #mkr #k…,rt is it just me or does it look like kat s sucked the life out of andre and left him as a shell of a man mkr mkr k,negative
"RT @ElleDunc Call me sexist, but I preferred COD without this stupid chick.",rt call me sexist but i preferred cod without this stupid chick,positive
@nonirishpaddy @SirScatters Who said anything about hitting?,who said anything about hitting,neutral
RT @The_Loki_Jotunn: #FeminismIsAwful #WomenAgainstFeminism http://t.co/ytptIJH576,rt feminismisawful womenagainstfeminism,neutral
Cracking up that #cuntandandre is trending! Lmao! #loveit #MKR,cracking up that cuntandandre is trending lmao loveit mkr,positive
Kat and Andre shouldn't be there they suck dick holes. The moles win my vote with the burnt butter icecream #mkr,kat and andre shouldn t be there they suck dick holes the moles win my vote with the burnt butter icecream mkr,negative
"@Dreysander1 I dunno.  Knowing what I know now or in today's environment, I would NOT date any girl from same school.",i dunno knowing what i know now or in today s environment i would not date any girl from same school,neutral
"RT @RyanD_18 Call me sexist but I hate hearing female rappers, I will switch the song with no hesitation whatsoever",rt call me sexist but i hate hearing female rappers i will switch the song with no hesitation whatsoever,negative
OMG  Kat!  Calling them suckers?  I can't wait to see what they said about your slop... Who's the suckers now?  HA-HA!!!  #MKR...,omg kat calling them suckers i can t wait to see what they said about your slop who s the suckers now ha ha mkr,negative
"RT @trashnymf: IM A TOUGH MANLY MAN but im terrified of period blood, body hair on women, gay men, being percieved as feminine &amp; women havi…",rt im a tough manly man but im terrified of period blood body hair on women gay men being percieved as feminine amp women havi,negative
Katie's eyebrows are still terrible BTW #MKR #MKR2015,katie s eyebrows are still terrible btw mkr mkr,negative
RT @Belfastscouse1: @OK_Commuter_ same. No one involved with the original apparently. And I'm not sexist AT ALL but female Ghostbusters? Li…,rt same no one involved with the original apparently and i m not sexist at all but female ghostbusters li,neutral
Will those killer blondes kill the whole dinner #MKR,will those killer blondes kill the whole dinner mkr,negative
"@SexKittenParty @YesYoureRacist Wow, no, okay, do not compare the word ""whore"" to the n-word.",wow no okay do not compare the word whore to the n word,negative
RT @juniorjeavons: @S90CMP Women do seem to turn it into a battle of who's pet is the cutest... And take it all rather personally. #sexist …,rt women do seem to turn it into a battle of who s pet is the cutest and take it all rather personally sexist,positive
@TrainInVainn @Druid2555 I determined you aren't worth such an effort.  Deal.,i determined you aren t worth such an effort deal,positive
RT @IsaiahBlood Peyton Manning need to change his name to Peyton Girling. Because that's how he's throwing. #nooffenseladies #notsexist,rt peyton manning need to change his name to peyton girling because that s how he s throwing nooffenseladies notsexist,neutral
"Omg!Can't wait until try hards, crazy eyed Kat &amp; douch bag go home! She can't cheat anymore so I'm guessing that will b soon! 😤 #mkr",omg can t wait until try hards crazy eyed kat amp douch bag go home she can t cheat anymore so i m guessing that will b soon mkr,negative
RT @daniel_kaye: It's not Kat and Andre - it's #cuntandandre Tweeps ! Get the hashtag going!  #mkr,rt it s not kat and andre it s cuntandandre tweeps get the hashtag going mkr,neutral
These girls are fucktards!! #MKR,these girls are fucktards mkr,neutral
.@trishesdishes Can you be legally forced into parental obligations?  Can your genitals be cut at birth?  Does your right to vote have an *?,can you be legally forced into parental obligations can your genitals be cut at birth does your right to vote have an,negative
10-year-olds can't even get their license! @00SimmerforLife I'm not sexist but guy teachers are by far better than teachers that are girls,year olds can t even get their license i m not sexist but guy teachers are by far better than teachers that are girls,positive
#feistyfoodies can suck a fat one #mkr,feistyfoodies can suck a fat one mkr,negative
"RT @jimboslice_13: @YesYoureSexist you insinuated twitter raping me yesterday. Also saying only women get raped, that is sexist. Little bes…",rt you insinuated twitter raping me yesterday also saying only women get raped that is sexist little bes,negative
"@lismarie56 we decided last night that she's a 'prawn head', particularly in that red dress #mkr #kat",we decided last night that she s a prawn head particularly in that red dress mkr kat,neutral
"RT @malcolmingabout: #WhatFeminismGaveMe the ""infanticide"" law in Canada where a woman can murder her baby because she's depressed and get …",rt whatfeminismgaveme the infanticide law in canada where a woman can murder her baby because she s depressed and get,negative
@avacadosoup Are you aware the VAWA removes the accused's due process rights?,are you aware the vawa removes the accused s due process rights,negative
RT @RYANKRONG I'm not sexist but Hennessy is definitely a mans drink.,rt i m not sexist but hennessy is definitely a mans drink,positive
RT @Sam_Evs23: Im not sexist but most women today will take up all the best seat in the pubs/clubs when they have no clue what's going on #…,rt im not sexist but most women today will take up all the best seat in the pubs clubs when they have no clue what s going on,positive
I honestly think Kat has mental health issues. #mkr,i honestly think kat has mental health issues mkr,positive
RT @t21gud Am not sexist but most woman can't drive no offence girls your the best at everything else tho,rt am not sexist but most woman can t drive no offence girls your the best at everything else tho,positive
"RT @Femitheist: I’m gay. And I want my kid to be gay, too. http://t.co/8wSD8zbgYE",rt i m gay and i want my kid to be gay too,positive
.@philippenis @DannyVelasco I made up nothing. A stoner said that and you are too ignorant of world events to know he's wrong. #sorryitsaboy,i made up nothing a stoner said that and you are too ignorant of world events to know he s wrong sorryitsaboy,negative
"RT @David_Franzen13 Call me sexist if you'd like, but I just cannot watch women's hockey. So boring.",rt call me sexist if you d like but i just cannot watch women s hockey so boring,negative
"@LucyWalcott @nomuru2d @Bastille1790 I use the term to be the opposite of your ""shady"" source.  What is a non shady source?",i use the term to be the opposite of your shady source what is a non shady source,neutral
@JimyIsAHappyBoy @gabystama @HumanistFury I meant micro vs macro economics.,i meant micro vs macro economics,neutral
RT @Swifter_YT I'm not sexist but I haven't subscribed to a single female YouTuber,rt i m not sexist but i haven t subscribed to a single female youtuber,neutral
"RT @Beowolf72: @MT8_9 @egyptinparadise @JudgyBitch1 those women are OK....Can't tell a woman how to dress.........Oh, wait a tick... http:/…",rt those women are ok can t tell a woman how to dress oh wait a tick,positive
Fuck cat u are even uglier when u smile u bbbbitch #mkr,fuck cat u are even uglier when u smile u bbbbitch mkr,negative
Where's YOUR mother? @LOTRQuotes69 Tell your mom I left her money on the counter.Also ask her where my sandwich is! #NotSexist #SoryNotSorry,where s your mother tell your mom i left her money on the counter also ask her where my sandwich is notsexist sorynotsorry,neutral
Apparently you are not following the many misogynists I RT @Ben_Humes Why is everything for girls or related to girls on Twitter? #NotSexist,apparently you are not following the many misogynists i rt why is everything for girls or related to girls on twitter notsexist,neutral
@mykitchenrules Elegant and beautiful?Cheap and trashy!Nothing more unattractive than girls banging on about how hot hey are. #mkr #notsassy,elegant and beautiful cheap and trashy nothing more unattractive than girls banging on about how hot hey are mkr notsassy,positive
